Pass/Fail,Sensor_23,Sensor_40,Sensor_59,Sensor_81,Sensor_116,Sensor_247,Sensor_294,Sensor_471,Sensor_510,Sensor_562
-1,-2547.25,64.39,2.5027,-0.0245,0.9909,0.0292,387.6123,7.2805,32.7177,262.72968315301387
-1,-4678.5,67.17,15.59685,-0.0227,0.9916,0.0585,379.0712,17.496899999999997,59.4354,262.72968315301387
-1,-3898.0,77.17,0.7591,-0.0207,0.9909,0.053373591549295774,445.972,10.5566,56.6802,264.272
-1,-2851.25,76.55,15.59685,-0.0186,0.9916,0.0455,217.1658,6.884,40.4938,264.296
-1,-4659.25,76.55,15.59685,-0.0222,0.991,0.0429,154.9244,6.0802,43.739,268.064
-1,-4457.75,63.93999999999998,10.3745,-0.0092,0.9867000000000001,0.11042077464788733,394.0546,10.9907,35.378,262.72968315301387
-1,-3256.0,63.93999999999998,2.5045,-0.0192,0.9912,0.0563,912.5788,8.2999,71.3224,262.72968315301387
-1,-4206.25,77.67,15.59685,-0.0248,0.9908,0.0381,325.4346,7.7102,56.9395,257.1109999999999
-1,-2256.0,77.83,5.78,-0.0069,0.9902,0.11042077464788733,80.8512,7.0134,39.3296,262.72968315301387
-1,-3922.5,77.9,-0.18,-0.0097,0.9905,0.0246,259.5899,6.894,48.3112,262.72968315301387
-1,-5014.5,63.93999999999998,-8.6082,-0.0192,0.9904,0.049,137.2467,5.5653,41.3959,262.72968315301387
-1,-3281.25,76.05,15.59685,-0.0125,0.9904,0.0412,291.3147,6.8168,23.8651,257.1109999999999
-1,-3646.75,77.67,15.59685,-0.0294,0.9867000000000001,0.0364,195.3237,7.0406,51.2418,268.616
-1,-3962.75,78.42,15.59685,-0.0272,0.9867000000000001,0.0328,376.2325,6.2387,57.0629,264.26
-1,-4813.25,76.99,15.59685,-0.0241,0.9911,0.0401,188.0745,4.2993,23.9748,262.72968315301387
-1,-3764.75,77.24,2.0373,-0.0191,0.9901,0.0623,222.8069,7.4855,87.7419,257.1109999999999
-1,-4085.0,67.17,1.4218,-0.032,0.9867000000000001,0.11042077464788733,552.8912,8.6154,41.0876,265.4
-1,-4169.0,74.48,14.9018,-0.0256,0.9867000000000001,0.11042077464788733,190.7677,4.5617,34.6667,262.72968315301387
-1,-6166.0,77.83,4.4391,-0.0207,0.9905,0.038,103.8408,7.5496,34.375,262.72968315301387
-1,-4398.0,75.31,-13.66915,-0.0061,0.9905,0.053373591549295774,169.4016,8.0763,38.9294,264.272
-1,-4075.0,63.93999999999998,15.59685,-0.0289999999999999,0.9867000000000001,0.0519,667.1978,6.6335,34.7826,262.72968315301387
-1,-5185.75,65.15,2.78,-0.0273,0.9913,0.053373591549295774,139.2225,10.5323,32.1168,257.1109999999999
-1,-3463.0,77.9,15.59685,-0.0097,0.9907,0.0516,337.7548,6.416,38.4,265.93
-1,-3111.75,76.57,15.59685,-0.0256,0.9867000000000001,0.0744,199.8172,8.0961,69.9259,257.1109999999999
-1,-6375.125,75.03,15.59685,-0.0235,0.9902,0.0555,144.5153,6.9525,71.7428,264.654
-1,-1363.875,77.92,15.59685,-0.0275,0.9906,0.0217,304.6134,7.0435,63.3782,262.72968315301387
-1,-4539.25,77.72,6.2045,-0.036,0.9903,0.11042077464788733,912.5788,8.2537,118.77044999999998,267.56
-1,-3721.75,77.67,6.9082,-0.0339,0.9909,0.0351,163.0549,14.0747,62.3377,262.72968315301387
-1,-4870.5,76.05,15.59685,-0.0246,0.9908,0.0457,427.0655,5.4159,75.6219,266.41200000000003
-1,-3503.0,63.93999999999998,-7.8309,-0.011,0.9905,0.11042077464788733,513.038,7.3087,64.2487,262.72968315301387
-1,-1876.75,63.93999999999998,0.5373,-0.0077,0.9905,0.11042077464788733,157.2903,8.2812,36.0265,262.72968315301387
-1,-3699.0,76.57,3.1136,-0.0297,0.9901,0.0344,224.5653,3.0971,50.0,257.1109999999999
-1,-4697.6667,77.92,15.59685,-0.026,0.9906,0.0574,191.7672,4.9399,45.8781,267.658
-1,-5953.5,63.93999999999998,1.23,-0.0158,0.9902,0.11042077464788733,365.4322,7.2018,97.5124,265.92400000000004
-1,-2521.0,63.93999999999998,13.5955,-0.0189,0.99,0.0516,172.2885,9.2737,57.2146,261.884
-1,-1363.875,63.93999999999998,-2.9273,-0.0255,0.9904,0.0479,808.3114,4.7939,38.5542,269.23400000000004
-1,-3587.25,67.17,13.3745,-0.0254,0.9867000000000001,0.11042077464788733,280.8374,9.8263,59.4752,265.12
-1,-2401.75,65.12,15.59685,-0.0125,0.9904,0.0315,201.3411,5.8494,36.8618,265.122
-1,-5584.75,64.74,4.9991,-0.0222,0.9907,0.053373591549295774,352.3676,8.7575,109.2896,257.1109999999999
-1,-6025.0,76.23,1.9145,-0.0205,0.9911,0.053373591549295774,226.6751,9.1776,118.77044999999998,264.272
-1,-3305.5,63.93999999999998,9.5927,-0.0289,0.9867000000000001,0.11042077464788733,208.6448,10.7528,52.4138,257.1109999999999
-1,-6375.125,78.1,1.8182,-0.0184,0.9907,0.053373591549295774,268.4416,8.4732,39.7059,269.468
-1,-4935.0,77.59,15.59685,-0.0134,0.9907,0.0252,221.6221,7.122999999999999,65.1584,267.06
-1,-5043.5,63.93999999999998,3.3055,-0.0273,0.9906,0.0337,151.8275,7.8375,50.6627,262.72968315301387
-1,-3403.0,65.34,15.59685,-0.024,0.9867000000000001,0.0456,103.7642,6.9881,70.4895,262.72968315301387
-1,-4714.25,78.38,0.1427,-0.0282,0.9906,0.0486,459.0014,10.5904,82.5911,262.72968315301387
-1,-3767.0,77.83,0.8873,-0.0519,0.9917,0.053373591549295774,379.831,6.7865,60.3015,262.72968315301387
-1,-1363.875,76.78,1.77,-0.0163,0.9867000000000001,0.0264,903.8847,9.9102,53.406000000000006,262.72968315301387
-1,-4197.75,77.92,15.59685,-0.0529,0.9912,0.0562,272.2981,7.1245,47.9401,266.842
-1,-4114.25,78.1,4.6327,-0.031,0.9914,0.053373591549295774,149.19899999999998,7.1375,34.4615,257.1109999999999
-1,-1363.875,76.57,10.7709,-0.0301,0.9905,0.11042077464788733,198.6125,5.8483,43.4568,269.264
-1,-3079.5,77.17,4.4155,-0.0149,0.9909,0.053373591549295774,227.6803,7.5118,30.6748,257.1109999999999
-1,-3188.5,77.59,4.4091,-0.035,0.9867000000000001,0.0557,222.6602,7.6879,71.1744,257.1109999999999
-1,-2788.75,77.14,-10.37,-0.0128,0.991,0.053373591549295774,104.2913,6.5088,44.3497,262.72968315301387
-1,-3287.0,78.3,2.0664,-0.0104,0.9907,0.0185,148.4868,5.3348,41.3605,262.72968315301387
-1,-5657.0,78.3,-0.2173,0.017100000000000004,0.9867000000000001,0.023,271.2889,5.8231,47.8571,262.72968315301387
-1,-3073.0,78.3,4.97,-0.0127,0.9867000000000001,0.0222,351.4494,6.8116,73.0924,262.72968315301387
-1,-5171.5,77.83,1.4036,-0.0195,0.9903,0.053373591549295774,202.6152,6.9089,84.1202,268.266
-1,-4742.25,79.06,2.9536,-0.056650000000000006,0.9903,0.0197,443.6157,6.5022,18.6047,257.1109999999999
-1,-4315.25,65.15,-0.5691,-0.008,0.9902,0.053373591549295774,193.9182,9.2906,76.6551,257.1109999999999
-1,-4301.75,78.1,5.8727,-0.0089,0.9885,0.053373591549295774,211.8246,6.7208,97.0149,264.272
-1,-4717.75,77.63,-5.6018,-0.0363,0.9902,0.11042077464788733,227.4209,12.9804,118.77044999999998,268.462
-1,-1758.25,76.78,2.0009,-0.0204,0.9904,0.0219,912.5788,8.3664,59.596,262.72968315301387
-1,-3080.0,76.99,15.59685,-0.0099,0.9905,0.11042077464788733,308.2903,6.8859,37.4269,266.374
-1,-6375.125,65.15,-5.9045,-0.0168,0.9902,0.053373591549295774,175.3188,7.4026,11.8019,264.272
-1,-3871.75,75.55,-0.3264,-0.056650000000000006,0.9914,0.053373591549295774,305.9553,6.7688,19.802,266.894
-1,-6375.125,76.23,4.3055,0.017100000000000004,0.9912,0.053373591549295774,302.2074,6.7919,112.7148,264.272
-1,-6280.25,76.23,6.3364,-0.0264,0.9908,0.053373591549295774,86.1414,7.9478,22.6415,268.01
-1,-4238.75,65.15,3.1418,-0.0266,0.9911,0.053373591549295774,139.9536,7.5526,70.8738,264.272
-1,-2140.0,65.34,15.59685,-0.0253,0.9867000000000001,0.0385,250.9746,9.0706,60.0791,264.48
-1,-4166.0,64.74,-0.8891,-0.0126,0.9908,0.053373591549295774,300.8494,7.2098,44.9612,257.1109999999999
-1,-3234.75,75.31,-6.8555,-0.0151,0.9905,0.053373591549295774,424.8333,8.707,22.268,266.394
-1,-6040.25,75.31,2.1473,-0.0247,0.9908,0.053373591549295774,157.7073,7.379,49.6945,264.272
-1,-3569.75,77.14,-8.4836,-0.0284,0.9905,0.053373591549295774,194.9981,7.8198,57.4257,264.802
-1,-6375.125,77.83,3.9382,-0.0281,0.9906,0.053373591549295774,175.8996,9.42,94.6746,264.272
-1,-4660.0,64.74,-0.2618,-0.0269,0.9903,0.053373591549295774,661.4101,9.9636,88.8889,264.272
-1,-4125.6667,65.15,-2.7936,-0.0279999999999999,0.9909,0.053373591549295774,88.9771,6.297999999999999,20.1198,264.272
-1,-4471.25,63.93999999999998,9.8518,-0.0159,0.9905,0.11042077464788733,514.3442,8.7939,114.2857,262.72968315301387
-1,-4882.0,78.3,3.8936,0.0075,0.9909,0.0555,259.5514,8.294,72.8713,265.816
-1,-3711.0,63.93999999999998,-5.9236,-0.0245,0.9903,0.1096,295.2325,3.7049,58.0726,257.1109999999999
-1,-4089.0,64.4,4.0991,-0.0183,0.9909,0.0182,304.2707,8.1552,27.9509,264.272
-1,-4070.3333,78.1,6.3436,-0.0281,0.9905,0.053373591549295774,404.4638,8.033,54.6154,257.1109999999999
-1,-3822.0,65.84,0.31,-0.0193,0.9867000000000001,0.11042077464788733,223.7013,7.9945,62.0499,269.8910000000001
-1,-3625.75,78.1,4.0209,-0.0321,0.991,0.053373591549295774,378.8236,7.002000000000001,27.991,264.272
-1,-4260.0,77.83,3.2182,-0.0222,0.9908,0.053373591549295774,198.085,10.5098,87.4751,264.666
-1,-5029.75,74.48,14.3891,-0.0139999999999999,0.9916,0.0528,282.651,8.2476,45.6599,266.29200000000003
-1,-3957.0,78.29,6.2455,-0.0179,0.9867000000000001,0.0583,65.5051,7.6103,57.732,262.72968315301387
-1,-3803.5,63.98,-1.9555,-0.0312,0.9906,0.053373591549295774,191.9659,5.3164,114.5263,264.272
-1,-4156.25,76.57,-10.6036,-0.0229,0.9867000000000001,0.051,150.2628,6.3905,56.4972,262.72968315301387
-1,-4011.0,78.3,3.88,-0.0141,0.9867000000000001,0.0477,274.8691,5.1519,58.7065,262.72968315301387
-1,-3756.75,64.74,5.7945,-0.0089,0.9909,0.053373591549295774,308.3229,10.7378,104.3478,264.272
-1,-4642.25,77.83,0.8018,-0.056650000000000006,0.9913,0.053373591549295774,195.374,10.3119,41.8462,262.72968315301387
-1,-4241.0,77.67,10.8955,-0.0234,0.9902,0.0465,139.1818,4.027,62.6826,262.72968315301387
-1,-3179.0,67.17,15.2791,-0.0186,0.9906,0.11042077464788733,320.684,4.7824,64.9215,269.032
-1,-3597.5,76.55,15.59685,-0.0304,0.9909,0.11042077464788733,865.315,4.0401,64.0,266.62
-1,-2602.3333,79.48,3.3955,-0.0245,0.9904,0.02,634.942,8.3064,57.8209,257.1109999999999
-1,-4183.5,64.39,0.1227,-0.0172,0.9906,0.0394,110.3343,6.7911,51.4745,262.72968315301387
-1,-3198.5,63.93999999999998,3.5336,-0.0261,0.9906,0.11042077464788733,621.6909,8.9545,68.8608,262.72968315301387
-1,-3542.5,63.93999999999998,-5.3355,-0.0236,0.9867000000000001,0.0596,133.1916,6.4209,74.3935,267.316
-1,-3333.6667,63.93999999999998,1.4355,-0.0323,0.9904,0.11042077464788733,615.6051,6.4942,40.8912,269.8910000000001
-1,-1363.875,65.84,7.3918,-0.0314,0.9908,0.0175,912.5788,5.6917,53.9629,262.72968315301387
-1,-4099.25,63.93999999999998,4.8018,-0.0356,0.9905,0.0189,426.3953,7.0914,29.3878,262.72968315301387
-1,-6375.125,65.84,-7.4155,-0.0035,0.9901,0.047,792.9117,6.8584,39.5506,257.1109999999999
-1,-3044.0,78.95,0.0945,-0.0178,0.9914,0.0274,912.5788,11.6053,48.0,257.1109999999999
-1,-4860.5,77.24,8.9073,-0.0197,0.9911,0.11042077464788733,912.5788,7.6383,35.7827,262.72968315301387
-1,-2936.0,63.93999999999998,15.59685,-0.0228,0.991,0.0202,105.1329,5.9061,45.2579,266.284
-1,-6152.0,77.17,-2.9973,-0.021,0.9905,0.053373591549295774,66.4078,11.557,51.3369,268.87
-1,-3720.25,63.93999999999998,-5.6473,-0.0186,0.9908,0.0455,348.2131,5.1163,26.8344,257.1109999999999
-1,-3286.0,63.98,-1.2182,-0.0236,0.9908,0.053373591549295774,165.3227,7.9443,54.3689,267.428
-1,-3635.75,63.93999999999998,1.2264,-0.0179,0.9902,0.0134,336.3862,7.8836,55.0607,262.72968315301387
-1,-3913.0,65.84,2.8355,-0.0064,0.9907,0.0803,273.4464,7.7206,52.3977,267.21
-1,-6375.125,66.55,5.9073,-0.0073,0.9867000000000001,0.0242,149.5393,5.3573,85.7909,262.72968315301387
-1,-4205.25,76.97,4.5027,-0.0329,0.9907,0.0142,292.6436,6.5945,54.0305,257.1109999999999
-1,-4145.75,78.95,3.2591,-0.0267,0.9867000000000001,0.0149,182.4653,6.2177,49.3724,262.72968315301387
-1,-4167.5,64.74,4.1509,-0.0129,0.9904,0.053373591549295774,210.5823,8.1441,118.77044999999998,257.1109999999999
-1,-3976.75,78.95,4.4564,-0.0257,0.9903,0.0244,94.058,7.7218,59.3577,262.72968315301387
-1,-4929.25,77.14,0.4591,-0.0419,0.9908,0.053373591549295774,143.6048,8.7742,86.9565,257.1109999999999
-1,-3614.0,75.31,-1.0773,-0.0214,0.9907,0.053373591549295774,119.0221,8.4249,19.8582,264.328
-1,-1363.875,64.4,2.0064,-0.0213,0.9867000000000001,0.0182,137.4224,9.665,20.8514,265.212
-1,-5312.25,76.57,15.59685,-0.0305,0.9867000000000001,0.0271,140.4991,5.6964,26.7658,257.1109999999999
-1,-5357.5,76.23,0.3036,-0.0304,0.9907,0.053373591549295774,191.9974,8.4806,46.9294,264.272
-1,-3777.25,76.05,15.59685,-0.018,0.9904,0.0245,161.6011,12.1679,35.5828,262.72968315301387
-1,-4056.5,79.48,6.1527,-0.0216,0.9867000000000001,0.0284,309.1713,7.1447,54.8792,257.1109999999999
-1,-4252.25,76.57,15.59685,-0.0169,0.9909,0.0395,135.3551,6.9416,41.9162,269.8910000000001
-1,-4115.75,63.93999999999998,-3.09,-0.0217,0.9867000000000001,0.0129,365.0766,6.3838,46.5649,266.406
-1,-3617.75,77.74,1.9855,-0.0195,0.9867000000000001,0.0237,111.9565,10.6145,39.3443,262.72968315301387
-1,-3905.5,79.48,8.3018,-0.019,0.9904,0.0287,216.7825,5.4137,37.8517,257.1109999999999
-1,-4225.25,75.31,2.9964,0.0085,0.9908,0.053373591549295774,189.2219,5.0422,51.4412,264.272
-1,-4947.0,78.95,4.5645,-0.0258,0.9914,0.053,425.2383,9.0013,64.1115,262.72968315301387
-1,-5756.75,78.04,1.14,-0.0168,0.9867000000000001,0.0205,317.8568,10.5908,58.891000000000005,265.268
-1,-2972.5,77.05,8.8173,-0.0181,0.9908,0.033,111.8552,11.9966,62.43899999999999,264.272
-1,-4225.0,64.4,2.4345,-0.0166,0.9909,0.0183,215.84,8.3634,20.4122,263.684
-1,-3629.3333,78.68,-13.66915,-0.049,0.9907,0.053373591549295774,197.3719,8.0817,118.77044999999998,264.272
-1,-1829.5,77.05,6.6,-0.018,0.9916,0.0216,154.8211,9.0127,44.3213,266.414
-1,-3772.5,67.17,15.59685,-0.0232,0.9905,0.0655,299.7448,9.5783,45.3515,265.164
-1,-3526.0,79.06,-1.4345,-0.0239,0.9907,0.0263,912.5788,8.6677,31.4342,262.72968315301387
-1,-3726.0,78.29,-0.3327,-0.0148,0.9867000000000001,0.0302,182.3184,7.7899,73.6634,265.23400000000004
-1,-4334.25,63.93999999999998,0.5682,-0.0331,0.9867000000000001,0.0359,912.5788,9.9092,36.7722,262.72968315301387
-1,-3937.75,63.93999999999998,2.9518,-0.0313,0.9905,0.0176,363.3349,6.928999999999999,42.4178,262.72968315301387
-1,-2685.75,77.05,7.7727,-0.0178,0.9908,0.0177,89.3882,8.5163,73.0964,265.6
-1,-2891.0,78.04,2.75,-0.0203,0.9911,0.0172,186.0096,9.9344,70.4545,262.72968315301387
-1,-3703.3333,77.24,15.59685,-0.017,0.9909,0.0189,124.189,4.0863,66.6667,262.72968315301387
-1,-4331.0,63.93999999999998,3.4882,-0.0129,0.9867000000000001,0.0223,368.329,9.2942,18.7013,262.72968315301387
-1,-4459.6667,66.55,1.2673,-0.0196,0.9867000000000001,0.0282,193.0188,8.4927,37.0221,262.72968315301387
-1,-3991.0,78.68,4.7864,-0.0017,0.9909,0.053373591549295774,229.7542,7.5465,55.04,266.67400000000004
-1,-1363.875,65.84,14.7345,-0.0185,0.9909,0.0162,213.6438,7.9464,68.0614,262.72968315301387
-1,-4648.0,75.31,-8.3955,-0.0192,0.9907,0.053373591549295774,424.0923,7.7469,59.2058,264.272
-1,-1519.0,76.78,1.2209,-0.0243,0.9911,0.0166,308.7398,8.4617,33.7514,265.778
-1,-4004.25,78.04,1.0345,-0.0142,0.9867000000000001,0.019,111.2669,11.2103,35.6636,262.72968315301387
-1,-3612.3333,79.98,1.0636,-0.0301,0.9902,0.0208,179.4594,8.6654,35.6979,269.564
-1,-2805.75,79.06,1.6173,-0.0208,0.9901,0.0269,91.7183,7.0534,36.0153,266.63
-1,-3540.0,78.3,-7.1564,-0.0095,0.9917,0.0158,296.9994,5.9176,62.7451,262.72968315301387
-1,-3669.6667,79.48,0.6991,-0.0161,0.9916,0.0152,610.7729,7.9976,84.9279,267.07
-1,-6375.125,77.74,2.5964,-0.0172,0.9867000000000001,0.0141,547.6218,15.0743,66.9951,262.72968315301387
-1,-3549.25,79.06,-0.4091,-0.0318,0.9867000000000001,0.0212,123.915,8.7683,44.1472,265.994
-1,-3700.3333,75.55,-5.0245,-0.0181,0.9909,0.053373591549295774,157.333,7.9218,113.3333,268.11
-1,-2445.0,63.93999999999998,-0.7236,-0.0511,0.9903,0.11042077464788733,269.099,8.5093,47.2973,266.798
-1,-3868.25,79.48,1.3255,-0.0209,0.9867000000000001,0.0427,304.6434,6.9517,51.29600000000001,264.272
-1,-4363.75,66.55,-6.8627,-0.0121,0.9909,0.034,169.6604,8.9114,32.3316,267.994
-1,-5122.0,79.59,7.0591,-0.0144,0.9904,0.0291,147.8434,10.7752,44.4902,264.272
-1,-3988.25,79.59,2.2118,-0.0086,0.9913,0.0446,54.4977,8.9522,67.884,264.272
-1,-1363.875,79.59,7.9373,-0.0264,0.9909,0.0263,259.8493,7.2873,46.6586,264.272
-1,-2348.0,79.59,0.8745,-0.0302,0.9908,0.0264,179.862,9.25,47.4506,262.72968315301387
-1,-4686.5,79.59,3.99,-0.0149,0.9906,0.0204,328.1732,9.2295,51.6432,257.1109999999999
-1,-2409.5,77.69,4.4455,-0.0213,0.9916,0.0383,143.9708,8.8766,66.8407,257.1109999999999
-1,-3727.0,63.93999999999998,15.59685,-0.0144,0.9867000000000001,0.0203,391.0891,17.496899999999997,68.75,265.258
-1,-5077.75,65.01,-0.2845,-0.0108,0.9903,0.0676,146.3626,8.1291,60.5678,262.72968315301387
-1,-2958.5,64.74,2.0609,-0.0065,0.9904,0.02,174.8454,7.8786,77.707,264.82
-1,-2486.5,63.93999999999998,1.7373,-0.038,0.9867000000000001,0.11042077464788733,912.5788,7.0856,53.4954,262.72968315301387
-1,-5779.25,65.74,3.1191,-0.0178,0.991,0.0229,190.4633,9.4397,49.8468,257.1109999999999
-1,-6050.0,77.92,0.2818,-0.0398,0.9908,0.0215,886.7365,7.8432,49.2462,262.98
-1,-3111.5,78.38,4.06,-0.0282,0.9908,0.0253,130.2827,7.0155,73.5751,257.1109999999999
-1,-4306.0,77.69,-0.3182,-0.0254,0.9907,0.0539,161.6385,8.816,118.77044999999998,265.60400000000004
-1,-4043.25,77.63,-0.0636,-0.0197,0.9915,0.0231,387.6416,9.2581,32.4528,262.72968315301387
-1,-4062.0,78.3,15.59685,-0.0253,0.9911,0.0783,247.0364,17.496899999999997,68.2803,266.03
-1,-4862.75,76.15,1.0291,-0.0242,0.9867000000000001,0.0099,186.5494,9.529,46.1825,264.272
-1,-5866.0,79.59,1.9591,-0.0338,0.991,0.0074,352.5747,12.7829,20.5674,262.72968315301387
-1,-4227.75,79.98,1.6373,-0.0305,0.9908,0.0154,184.1256,9.5734,24.6154,257.1109999999999
-1,-3626.0,63.93999999999998,-1.2209,-0.0084,0.9867000000000001,0.0217,534.384,8.2315,26.2425,262.72968315301387
-1,-3786.0,77.63,8.8445,-0.0218,0.9867000000000001,0.0424,474.4994,5.0131,31.7741,262.72968315301387
-1,-2572.75,78.11,-1.1255,-0.0204,0.9911,0.0194,187.8446,9.4625,25.9811,262.72968315301387
-1,-3449.6667,66.12,2.9409,-0.0229,0.9867000000000001,0.0212,171.0448,8.8586,35.0663,257.1109999999999
-1,-4284.5,77.92,-4.4845,-0.0139999999999999,0.991,0.0227,247.5305,7.4637,74.6386,262.72968315301387
-1,-3152.25,78.0,8.1418,-0.0178,0.9907,0.025,538.5997,9.291,63.6025,262.962
-1,-4027.5,79.03,9.4864,-0.0309,0.9913,0.0244,212.1077,10.8129,39.1179,267.54
-1,-3684.25,77.84,-7.5073,-0.0159,0.9867000000000001,0.0215,912.5788,7.237999999999999,37.3749,262.72968315301387
-1,-4037.75,78.4,3.8264,-0.0376,0.9918,0.11042077464788733,501.7509,17.496899999999997,27.8867,262.72968315301387
-1,-3360.0,78.11,10.2355,-0.0238,0.9867000000000001,0.0345,76.1856,6.2661,46.2963,264.272
-1,-4200.0,79.98,1.0218,-0.0354,0.9916,0.0452,224.1805,8.9584,35.5739,264.376
-1,-3764.0,63.93999999999998,3.8664,-0.0156,0.9913,0.0251,195.1316,5.3927,56.3246,262.72968315301387
-1,-4210.75,76.78,-6.0545,-0.0211,0.9907,0.0185,241.1265,5.2855,17.7986,262.72968315301387
-1,-4261.25,63.93999999999998,2.8745,-0.036,0.9909,0.0188,333.5551,7.0014,31.9645,262.72968315301387
-1,-2542.75,78.04,-0.81,-0.0129,0.9867000000000001,0.0138,138.8221,7.6789,118.77044999999998,262.72968315301387
-1,-3094.5,78.04,8.1445,-0.0361,0.9905,0.11042077464788733,240.9901,6.1672,58.5143,262.72968315301387
-1,-4102.0,63.93999999999998,11.4855,-0.0146,0.9911,0.0254,102.3633,7.4056,29.932,262.72968315301387
-1,-3592.5,78.52,1.4745,-0.0163,0.9909,0.0202,912.5788,12.7828,71.9723,265.356
-1,-3886.75,63.93999999999998,2.0127,0.0137,0.9908,0.0182,40.4804,6.7682,28.6885,257.1109999999999
-1,-3832.0,79.98,0.91,-0.0246,0.9867000000000001,0.0216,112.8934,7.8352,30.1602,265.766
-1,-5219.5,78.04,-1.5118,-0.0311,0.9908,0.0195,298.2732,8.4524,67.8967,262.72968315301387
-1,-4449.0,77.83,0.9091,-0.0324,0.9906,0.053373591549295774,147.9152,5.6176,54.7009,264.272
-1,-1363.875,76.15,0.6191,-0.0258,0.9905,0.0444,430.661,17.496899999999997,71.028,257.1109999999999
-1,-3240.0,63.93999999999998,3.3655,-0.0124,0.9905,0.032,711.2362,10.3255,35.3222,262.72968315301387
-1,-3601.0,63.93999999999998,-2.63,-0.0137,0.991,0.0214,427.8839,9.538,67.7419,262.72968315301387
-1,-3971.25,77.69,1.1527,-0.026,0.9905,0.0241,273.6604,9.9486,60.1058,263.458
-1,-1363.875,63.93999999999998,0.2055,-0.0131,0.9906,0.0212,360.1592,9.7068,61.9565,262.72968315301387
-1,-4410.25,77.92,-3.8982,-0.0221,0.9908,0.034,178.0962,5.1888,35.2542,262.72968315301387
-1,-5126.5,65.01,3.2764,-0.0046,0.9907,0.0125,160.2768,8.7105,81.3333,262.72968315301387
-1,-4225.0,77.92,-4.0373,-0.0314,0.9904,0.0555,386.7992,6.428,52.6674,262.72968315301387
-1,-3918.75,77.72,0.1618,-0.0173,0.9907,0.0221,101.0429,10.6541,39.7838,269.118
-1,-2811.75,63.93999999999998,-3.9436,0.0087,0.9909,0.0372,447.908,7.0627,49.6552,262.72968315301387
-1,-3838.0,77.69,-1.2518,-0.0243,0.9908,0.0189,153.2479,9.1209,44.9931,262.72968315301387
-1,-4617.25,77.74,1.3664,-0.0168,0.9912,0.0217,146.1879,11.6435,35.5995,257.1109999999999
-1,-3532.5,78.79,5.65,-0.0133,0.9903,0.0522,282.8816,17.496899999999997,33.3709,262.72968315301387
-1,-5117.5,77.24,7.8264,-0.0193,0.9867000000000001,0.0523,313.8821,6.9102,70.1754,262.72968315301387
-1,-4973.25,77.72,-1.1927,-0.024,0.9908,0.0199,406.3685,8.0575,63.6364,267.438
-1,-2227.5,77.74,-0.0309,-0.0258,0.9867000000000001,0.0105,200.338,17.496899999999997,40.8387,264.272
-1,-6375.125,63.93999999999998,0.5091,-0.016,0.9867000000000001,0.0216,178.0384,6.3209,49.9376,264.45
-1,-6375.125,78.0,2.9602414743589747,-0.02,0.9904,0.044,448.2272,8.0127,53.1208,257.1109999999999
-1,-5781.75,76.97,2.9602414743589747,-0.0161,0.9908,0.0154,209.5225,9.63879679692505,26.1723,262.72968315301387
-1,-4588.75,66.12,0.5755,-0.0051,0.9906,0.0195,905.9249,9.4694,31.8408,262.72968315301387
-1,-4587.5,77.74,0.2573,-0.0432,0.9867000000000001,0.0138,456.4416,8.2629,57.971,264.43
-1,-3032.0,63.93999999999998,9.2827,-0.0188,0.9904,0.0253,338.0675,7.2772,38.3901,262.72968315301387
-1,-2539.25,66.12,-1.0482,0.0068,0.9909,0.0251,164.7834,10.6977,43.8462,263.776
-1,-3683.25,78.52,5.6309,-0.0213,0.9914,0.0184,345.7195,7.4025,26.943,267.996
-1,-4326.0,78.33,5.1736,-0.0256,0.9909,0.0114,92.5612,8.4243,28.1553,257.1109999999999
-1,-3738.75,77.63,4.8373,-0.056650000000000006,0.9909,0.0206,106.6282,5.7055,118.77044999999998,257.1109999999999
-1,-1363.875,63.93999999999998,6.3691,-0.0232,0.9905,0.0342,371.7441,8.0016,74.5149,264.272
-1,-4576.75,78.0,0.2818,-0.0272,0.9908,0.025,450.3276,9.9835,34.8837,262.72968315301387
-1,-1607.75,63.93999999999998,-0.8964,-0.036,0.9919,0.016,627.7882,17.496899999999997,59.8226,257.1109999999999
-1,-3690.0,63.93999999999998,-0.1745,-0.0182,0.9904,0.0258,187.709,7.8526,63.3245,265.212
-1,-3253.0,77.05,7.0709,-0.0218,0.9901,0.0515,166.7503,6.8689,34.709,264.716
-1,-2907.5,77.26,0.4545,-0.056650000000000006,0.9909,0.0184,836.4636,8.3309,90.8023,262.72968315301387
-1,-3967.75,78.33,2.2518,-0.0139,0.9905,0.0396,303.8853,17.496899999999997,57.7227,257.1109999999999
-1,-4328.5,77.9,0.9991,-0.032,0.991,0.1087,205.9361,17.496899999999997,55.5053,262.72968315301387
-1,-3974.0,78.4,2.3691,-0.025,0.9905,0.0277,446.2678,10.7846,44.7427,257.1109999999999
-1,-6286.75,66.55,3.43,-0.0331,0.9911,0.0202,107.6394,10.3578,48.9241,257.1109999999999
-1,-4134.3333,66.12,2.3755,-0.0206,0.9908,0.0225,203.0016,9.7202,28.5472,262.72968315301387
-1,-2732.5,78.79,1.1682,-0.0268,0.9912,0.0162,520.3943,9.5527,56.5998,262.72968315301387
