Pass/Fail,Sensor_0,Sensor_2,Sensor_4,Sensor_12,Sensor_23,Sensor_25,Sensor_26,Sensor_33,Sensor_38,Sensor_40,Sensor_41,Sensor_59,Sensor_63,Sensor_64,Sensor_65,Sensor_71,Sensor_78,Sensor_79,Sensor_81,Sensor_89,Sensor_99,Sensor_112,Sensor_116,Sensor_117,Sensor_120,Sensor_121,Sensor_138,Sensor_153,Sensor_156,Sensor_159,Sensor_162,Sensor_170,Sensor_171,Sensor_184,Sensor_210,Sensor_211,Sensor_212,Sensor_217,Sensor_222,Sensor_227,Sensor_228,Sensor_247,Sensor_267,Sensor_270,Sensor_291,Sensor_294,Sensor_295,Sensor_297,Sensor_301,Sensor_306,Sensor_320,Sensor_337,Sensor_339,Sensor_344,Sensor_348,Sensor_349,Sensor_350,Sensor_352,Sensor_355,Sensor_356,Sensor_359,Sensor_360,Sensor_385,Sensor_411,Sensor_412,Sensor_423,Sensor_426,Sensor_429,Sensor_433,Sensor_435,Sensor_441,Sensor_460,Sensor_471,Sensor_475,Sensor_476,Sensor_491,Sensor_494,Sensor_495,Sensor_496,Sensor_510,Sensor_539,Sensor_551,Sensor_553,Sensor_554,Sensor_557,Sensor_560,Sensor_561,Sensor_562,Sensor_565,Sensor_567,Sensor_569,Sensor_571,Sensor_572,Sensor_574,Sensor_575,Sensor_576,Sensor_583,Sensor_585,Sensor_589
-1,3011.49,2183.4556,1.1048,198.9,-3761.0,0.987,1.87,9.3851,86.2213,78.68,3.576,15.59685,3.3254,15.5273,19.7605,83.5832,-0.0891,0.0544,-0.0261,0.2049,0.0809,0.4666,0.9908,58.3019,6.2651,15.71,65.1001,0.0141,0.0216,592.0,206.0,0.3607,0.0731,0.1597,0.1133,0.0579999999999999,0.0353,0.0321,0.0005,0.0325,0.0219,0.0987,0.0625,30.9957,0.0067,242.5385,201.6538,98.5934,1.0321,0.0304,0.0531,2.9291,3.3387,37.1489,0.0342,0.0238,0.0146,0.0466,0.0134,0.9267,0.0235,0.0001,0.0184,2.9815,77.0342,70.4645,1.4541,1.544,14.3754,3.0481,0.4221,38.2679,10.4369,1.6117,20.4777,1.6736,0.0491,7.7547,58.3719,100.7557,2.6477,1.2307115531752104,7.703873527161439,0.5036574598316756,1.6230700076511093,0.0298,11.7468,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.3468,8.19,2.8864,0.0934,1.548,0.011,2.2104,192.2985
-1,2913.15,2232.5889,1.67,198.4355,-1363.875,0.67205,1.7109999999999996,9.2007,87.85059999999999,74.57,1.946,5.1345,27.5963,33.13055,40.4495,80.6014,-0.07,0.0121,-0.0368,0.1596,0.0009,0.44641302816901396,0.9908,57.82,6.0291,15.75,60.5,0.0049,0.0261,2060.5,1712.0,0.5969,0.1513,0.0802,0.1217,0.0328,0.055,0.0555,0.0005,0.0105,0.0103,0.11042077464788733,0.06,38.1511,0.0076,912.5788,562.8794,856.0,0.8916,0.0579999999999999,0.0248,5.21395,10.0303,35.8165,0.0342,0.0141,0.0281,0.0243,0.0276,1.1403,0.0154,0.0002,0.021380985915492954,2.7099,14.2718,89.5078,0.5029,1.8462,400.0,10.417850000000001,0.7015,9.4876,17.2001,5.317,43.7804,2.0735,0.0479,5.8405,30.4669,103.3333,2.5433,1.22,10.97,0.5209,1.5269,0.0431,16.93,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.1959,11.78,4.089,0.1262,2.2188,0.0094,1.8687,53.6369
-1,3080.26,2265.1889,1.4715,199.0475,-3894.0,1.2877,1.9935,8.7947,87.1254,76.52,2.859,15.59685,3.0204,15.1936,19.4876,92.6162,-0.0927,0.057850000000000006,-0.0182,0.1516,0.0056,0.4598,0.9904,58.9434,6.3893,15.71,78.7998,0.0142,0.0679,352.0,632.0,0.7164,0.1177,0.0882,0.1419,0.085,0.0397,0.0462,0.0007,0.021,0.0118,0.0545,0.0625,33.5037,0.0236,157.6283,144.7999,259.3317,0.8536,0.0478,0.0288,3.064,2.8067,28.3456,0.0426,0.0348,0.0172,0.0254,0.0218,1.0511,0.024,0.0003,0.0086,3.4787,17.6108,64.5786,1.4580000000000002,4.875,463.8532,2.0567,0.8446,46.3586,9.9532,1.4509,28.6441,4.0185,0.0723,2.8928,20.596,45.0704,2.6477,1.15,5.6941,0.4991,1.5614,0.085,48.9498,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.3027,12.5,4.32,0.0783,2.3592,0.0142,2.8818,53.6369
-1,3070.5,2209.9222,1.3918,208.2673,-3754.25,1.003,1.853,9.3851,86.2213,78.68,3.576,15.59685,7.4273,12.3818,16.218,128.1464,-0.1092,0.0534,-0.027,0.1866,-0.0149,0.4632,0.9909,58.7707,6.2579,15.69,40.1001,0.0267,0.0515,336.0,227.0,0.3607,0.0731,0.1793,0.16149999999999998,0.0839,0.0316,0.0308,0.0119,0.0121,0.0145,0.0418,0.0591,19.2792,0.0162,160.0125,59.2565,101.6608,0.8958,0.0304,0.0538,2.5224,2.5081,25.5562,0.044899999999999995,0.035,0.0145,0.0235,0.0158,1.1117,0.0145,0.0043,0.0069,1.8145,12.987,96.4908,2.7999,3.7106,15.9606,1.619,0.4221,29.0011,11.6262,1.196,13.3243,1.7448,1.2397,8.4971,14.5464,92.2034,2.5039,1.2307115531752104,7.703873527161439,0.5036574598316756,1.6230700076511093,0.0298,11.7468,260.506,0.1009,0.0436,17.4419,2.3854,7.93,2.4933,0.0556,1.4934,0.0126,2.5203,53.6369
-1,2960.18,2213.7667,1.0685,208.633,-3657.6667,0.9945,1.8835,9.97415,87.48899999999999,63.93999999999998,4.819,15.59685,18.47,19.4136,27.3648,96.519,-0.038,0.057850000000000006,-0.012,0.184,0.0651,0.4653,0.9904,57.9568,6.2173,15.69,62.0,0.0216,0.0505,168.0,114.0,0.7461,0.1276,0.1467,0.16149999999999998,0.0155,0.0462,0.0965,0.0115,0.0197,0.0092,0.11042077464788733,0.0591,30.3453,0.0153,85.5117,332.6584,53.7424,1.0513,0.0498,0.0441,1.3302,6.24,19.6276,0.0428,0.0073,0.0242,0.0386,0.049,0.9281,0.0259,0.0036,0.021380985915492954,2.8007,54.2637,99.9701,2.2588,3.5367,7.1417,3.451,0.8735,20.419,6.9812,2.8160000000000003,9.8885,3.0701,1.1849,8.4413,42.3508,70.6306,2.5039,1.12,10.0909,0.429,1.3774,0.034,15.0943,266.512,0.32394999999999996,0.127,34.9682,2.1543,15.390000000000002,5.3345,0.18730000000000002,2.8874999999999993,0.0176,3.4962,72.3776
-1,2960.65,2265.1889,1.4715,197.6366,-3881.0,0.9808,1.8678,9.3851,86.2213,78.68,3.576,15.59685,14.18,12.3345,18.6255,113.5464,-0.0878,0.057850000000000006,-0.0139,0.1674,-0.0335,0.4598,0.9907,58.7854,6.339,15.71,78.7998,0.0138,0.0638,552.0,216.0,0.3607,0.0731,0.2237,0.1558,0.0666,0.0238,0.0436,0.0046,0.0221,0.0122,0.0463,0.0625,31.8096,0.0244,226.7532,261.5754,88.7933,1.1045,0.0304,0.0599,2.4092,2.8513,16.0614,0.0389,0.0281,0.0098,0.0361,0.0203,1.2602,0.0156,0.0013,0.008,3.4787,17.6108,77.5796,1.4215,4.5777,15.0496,3.4801,0.4221,61.1564,11.7576,1.5259,11.5089,2.442673118971061,0.4621,7.6193,49.8146,101.4634,2.6477,1.73,11.4316,0.8075,2.1401,0.0283,15.7758,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.319,9.6,2.9717,0.1098,1.8119,0.0168,3.3898,66.4172
-1,3000.46,2191.9,1.5291,199.3181,-3507.75,0.9692,1.8753,9.094,87.85059999999999,63.93999999999998,4.839,15.59685,8.2148,10.9736,18.2111,69.5018,-0.0291,0.057850000000000006,-0.0519,0.192,-0.0028,0.4592,0.9906,58.9968,6.1984,15.7,72.0,0.0122,0.0426,302.0,108.0,0.6491,0.1001,0.154,0.1476,0.063,0.0397,0.0924,0.003,0.0249,0.0153,0.0623,0.0586,31.0204,0.0131,138.3652,265.8276,45.3468,0.8588,0.0369,0.0396,2.378,7.6548,38.849,0.0385,0.0262,0.0193,0.0243,0.0484,1.1054,0.0125,0.0009,0.0091,3.2848,10.8002,61.2596,1.2562,3.0118,7.6244,4.4261,0.7613,26.6598,3.6042,3.4414,47.11495000000001,1.739,0.3076,8.151,23.3572,42.5721,2.4714,1.07,8.5397,0.4384,1.3381,0.0504,29.7801,261.406,0.1361,0.0556,16.3114,2.4874,8.14,2.8505,0.1206,1.521,0.0138,2.7796,66.4172
-1,2946.86,2220.7111,0.9747,206.3514,-4844.75,0.9807,1.8895,9.97415,87.48899999999999,63.93999999999998,4.819,15.59685,11.4437,12.2636,19.7743,70.3528,-0.0533,0.0141,-0.0133,0.147,-0.0614,0.4638,0.9867000000000001,58.2189,6.4227,15.75,70.3999,0.022,0.0331,623.0,122.0,0.7461,0.1276,0.1734,0.0531,0.031,0.0474,0.0646,0.0021,0.0369,0.0238,0.0249,0.06,18.4157,0.0121,262.1558,229.9993,57.6332,1.1454,0.0498,0.0542,1.3332,5.8291,18.9698,0.0175,0.0154,0.0198,0.0148,0.0307,1.8711,0.0176,0.0007,0.005,3.1702,43.3731,82.5441,2.3024,2.3974,7.7719,5.5041,0.8735,34.3099,8.4532,2.825,21.0087,1.3739,0.2141,5.6251,34.6685,85.3333,2.5433,1.19,7.5238,0.4881,1.4757,0.0578,32.7151,265.482,0.1116,0.0409999999999999,15.6303,1.6744,8.3,2.8582,0.066,1.5539,0.018,3.607,115.1055
-1,2831.91,2171.9,1.3811,199.4706,-6375.125,0.9723,1.882,9.1638,87.85059999999999,74.21,2.963,15.59685,12.7836,15.1718,20.2521,117.7513,-0.0303,0.057850000000000006,-0.0539,0.1893,-0.0372,0.4661,0.9906,59.0609,6.2776,15.7,44.8,0.0123,0.0764,392.0,38.0,0.5614,0.0776,0.1159999999999999,0.16,0.0704,0.0504,0.0639,0.003,0.0369,0.0126,0.0252,0.0586,31.3971,0.0254,161.0756,331.9693,17.5404,1.2084,0.033,0.0338,1.9875,8.3992,15.4796,0.044899999999999995,0.0292,0.0223,0.027,0.0309,1.9562,0.0173,0.0009,0.006,2.0627,9.3573,79.2796,1.2645,5.4246,2.5529,4.2508,0.6641,40.8139,3.5491,4.0965,7.2774,1.2557,0.3076,8.151,20.8063,64.6809,2.4714,1.54,9.1084,0.6726,1.8925,0.0895,32.8864,266.69,0.1182,0.0436,19.0844,2.3508,9.7,3.349,0.0899,1.8173,0.0144,2.8552,68.6662
-1,2872.4,2172.3666,1.3622,203.3075,-2537.25,0.9593,1.8858,9.094,87.85059999999999,63.93999999999998,4.839,15.59685,15.6664,15.3882,22.1592,110.6751,-0.0482,0.057850000000000006,-0.0188,0.2051,0.0177,0.4668,0.9907,58.5897,6.3935,15.7,60.2,0.0194,0.0574,532.0,124.0,0.6491,0.1001,0.1652,0.158,0.0653,0.032,0.0847,0.013699999999999999,0.0321,0.0274,0.0471,0.0586,31.3694,0.0201,235.0736,256.6663,52.1121,0.911,0.0369,0.0499,1.4501,5.245,15.9182,0.0431,0.0283,0.0154,0.025,0.0359,1.1999,0.0235,0.0046,0.0075,2.7712,22.4904,74.6975,2.0198,4.2332,10.6028,3.2348,0.7613,23.6742,8.2759,2.6019,10.1317,3.0612,1.3944999999999999,5.2669,13.3944,73.0097,2.4714,1.54,7.8268,0.7114,1.858,0.0293,13.7543,265.176,0.1438,0.0517,23.2934,2.4272,7.09,2.4813,0.1143,1.321,0.012,2.3869,40.8703
-1,3054.78,2171.9,1.3811,199.6391,-4319.5,1.2942,1.983,9.094,87.85059999999999,63.93999999999998,4.839,15.59685,8.2381,12.2845,18.9827,82.6962,-0.047,0.0488,-0.0097,0.1892,-0.0725,0.4729,0.9908,58.4256,6.25,15.7,44.8,0.0129,0.0605,1270.0,17919.5,0.6491,0.1001,0.1158,0.1298,0.0723,0.0252,0.0707,0.0014,0.024,0.025,0.11042077464788733,0.0586,30.9957,0.02,547.3855,193.1638,8529.1801,1.0512,0.0369,0.0367,1.8705,6.0285,33.9468,0.038,0.0308,0.0111,0.0243,0.0341,1.1963,0.0256,0.0005,0.021380985915492954,2.0627,9.3573,98.5218,1.331,4.2716,314.4992,5.0933,0.7613,26.8436,3.6091,3.0629,40.7596,2.4885,0.1438,3.5013,25.3068,27.8607,2.4714,1.35,8.16,0.5537,1.6666,0.0593,33.199,262.974,0.076,0.0335,8.8252,1.8363,8.1,2.7748,0.053,1.5082,0.0117,2.3373,22.4197
-1,3086.88,2171.9,1.3811,202.7572,-5798.5,0.9753,1.888,9.1638,87.85059999999999,74.21,2.963,15.59685,16.9794,16.2136,21.1535,55.6441,0.0083,0.057850000000000006,-0.0267,0.1926,-0.0595,0.4673,0.9867000000000001,55.9866,6.3572,15.71,44.8,0.0195,0.0376,385.0,112.0,0.5614,0.0776,0.1011,0.1524,0.0434,0.0345,0.0627,0.0042,0.0143,0.0131,0.11042077464788733,0.0625,23.6336,0.0113,188.0257,296.3376,51.4871,1.1047,0.033,0.0325,2.111,7.0936,10.938,0.0447,0.0185,0.0165,0.0255,0.0264,1.287,0.0266,0.0013,0.0158,2.0627,9.3573,77.9093,2.0322,2.6968,7.7764,4.9788,0.6641,35.2476,4.2878,3.2444,21.7446,2.1284,0.4271,8.9716,37.081,49.8168,2.6477,0.89,7.5256,0.3607,1.1777,0.0293,13.7543,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.4386,7.57,2.6985,0.1162,1.4113,0.026000000000000006,5.175,41.7833
-1,2913.42,2220.7111,0.9747,199.3755,-3898.75,1.3017,1.9937,8.9336,86.8595,76.69,2.678,15.59685,10.2527,19.4,25.2665,96.7362,-0.0594,0.0178,-0.0079,0.1928,0.0074,0.4674,0.9908,57.818000000000005,6.3545,15.7,70.3999,0.0111,0.0378,702.0,1297.0,0.8976,0.0835,0.0754,0.0386,0.1029,0.0838,0.0441,0.0035,0.0335,0.0305,0.0705,0.0608,32.0878,0.0147,296.1948,135.9764,568.4743,0.8471,0.0383,0.0228,2.6225,8.7928,15.0133,0.0113,0.0435,0.0382,0.0193,0.021,0.9109,0.0227,0.0012,0.0196,3.1702,43.3731,96.2276,1.1393,2.699,402.1705,5.2665,1.0644,12.4082,7.5951,4.1641,8.8018,4.941799999999999,0.3537,6.7926,23.3573,118.77044999999998,2.5586,1.08,6.4651,0.4194,1.3798,0.0402,21.0162,266.384,0.2382,0.0844,34.1139,2.5798,6.1,1.9274,0.1011,1.1494,0.0151,3.0289,99.4503
-1,3039.57,2197.8445,1.1799,199.0997,-3701.0,0.99,1.8718,8.6667,86.9255,63.93999999999998,4.8660000000000005,15.59685,7.3481,10.2491,16.2643,72.7867,-0.0534,-0.0055,-0.004,0.2004,0.0,0.4629,0.9867000000000001,58.3584,6.4661,15.71,43.5,0.0109,0.0652,389.0,45.0,0.9365,0.132,0.1633,0.0517,0.0687,0.0621,0.0754,0.0019,0.0215,0.0123,0.0279999999999999,0.0625,45.32809999999999,0.019,159.7561,300.9729,21.6852,0.9247,0.0519,0.0419,2.1414,6.0401,38.6479,0.016,0.0281,0.0263,0.0134,0.0401,1.1445,0.0142,0.0005,0.0057,1.9792,29.5937,58.5935,1.1213,4.6599,2.8731,6.0906,1.0959,24.0433,2.8048,3.0665,36.3109,3.8812,0.1935,10.2288,32.65,118.77044999999998,2.6477,2.11,10.5881,0.8497,2.6313,0.0283,15.7758,265.14,0.1073,0.0396,15.445,2.1114,8.09,2.9137,0.1004,1.5168,0.0184,3.6827,99.4503
-1,2958.13,2197.8667,1.1988,199.0418,-4639.0,1.2735,1.9775,9.2658,87.85059999999999,73.32,2.051,15.59685,17.4936,16.0055,23.4847,95.784,-0.0623,0.057850000000000006,-0.017,0.1942,0.0623,0.473,0.9902,58.0752,6.6311,15.75,48.5999,0.0175,0.0403,259.0,17919.5,0.6716,0.1856,0.1905,0.1404,0.0751,0.0279999999999999,0.0467,0.0014,0.0288,0.0198,0.0273,0.06,30.9957,0.012,129.2878,195.3885,8994.62525,1.1035,0.0812,0.0544,2.0661,9.9533,28.9268,0.0397,0.0319,0.0115,0.0327,0.0233,1.866,0.0227,0.0005,0.0053,2.2112,18.4079,52.842,1.8212,2.8296,667.9988,3.9949,0.8007,20.8174,7.8631,4.6628,21.928,2.4885,0.1438,3.5013,38.9571,66.7932,2.5433,1.2,8.4693,0.5347,1.4996,0.0593,33.199,259.02,0.0637,0.0275,8.049,2.57,8.42,2.983,0.0787,1.5742,0.009,1.7936,99.4503
-1,2928.16,2210.6111,1.2577,198.8602,-4055.25,1.2793,2.019,8.7495,86.7325,78.13,4.063,15.59685,16.6345,23.2091,29.5358,107.0949,-0.0792,0.0516,-0.0114,0.1595,0.0028,0.4709,0.9915,59.3593,6.1599,15.7,69.3999,0.02935,0.0451,203.0,1423.0,0.9352,0.0935,0.0757,0.1167,0.0864,0.0783,0.0328,0.0022,0.0177,0.0143,0.0459,0.0608,15.9558,0.0134,93.6425,241.1602,659.6327,0.8352,0.0383,0.0231,2.6285,7.5401,14.7701,0.0362,0.0365,0.0326,0.0194,0.0134,1.775,0.0132,0.0008,0.0077,3.1394,75.0121,144.8244,3.05365,3.2424,0.0,3.1699,1.1086,15.9773,4.3325,3.2795,10.1527,2.6764,0.2261,5.166,20.4001,78.0045,2.5586,2.16,9.2407,0.8140000000000001,2.6295,0.0792,51.1223,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,1.8964,9.6,3.4224,0.047,1.802,0.016,3.1882,255.5817
-1,2951.2,2181.1555,0.9454,201.8303,-6176.0,0.971,1.8893,9.97415,87.48899999999999,63.93999999999998,4.819,15.59685,8.01,16.2864,21.8375,78.3459,-0.0272,0.057850000000000006,-0.0143,0.1546,-0.0186,0.4657,0.9903,59.2643,6.1384,15.71,63.5,0.0068,0.0435,674.0,69.0,0.7461,0.1276,0.1849,0.161,0.10470000000000002,0.0383,0.1126,0.0022,0.0153,0.0107,0.11042077464788733,0.0625,33.1282,0.0127,297.0874,264.0543,31.1876,0.9084,0.0498,0.0543,1.5798,5.9229,30.5178,0.044899999999999995,0.0455,0.0171,0.0303,0.0586,1.1733,0.0233,0.0007,0.015,2.9113,40.3827,64.8387,0.6964,3.1093,4.5216,5.399,0.8735,52.1988,8.9105,2.8733,46.3803,4.941799999999999,0.22,9.0966,26.1782,68.5714,2.6477,1.81,7.6035,0.7445,2.2095,0.0726,34.4987,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.386,8.26,2.9867,0.1141,1.561,0.0123,2.4551,255.5817
-1,3046.34,2178.1444,1.226,202.9989,-2423.0,0.9682,1.8845,9.1638,87.85059999999999,74.21,2.963,15.59685,10.7936,15.7082,21.5957,121.3034,-0.024,0.057850000000000006,-0.0232,0.1942,0.0502,0.4726,0.9904,59.1723,6.4235,15.71,61.5,0.0193,0.04,2060.5,324.0,0.5614,0.0776,0.1184,0.1296,0.0514,0.0253,0.0815,0.002,0.0233,0.0231,0.11042077464788733,0.0625,20.3137,0.0127,912.5788,338.4977,132.7036,1.0018,0.033,0.0355,1.937,7.3923,21.0402,0.0389,0.0261,0.0117,0.0341,0.0451,1.0326,0.0235,0.0005,0.0192,2.8235,28.5486,156.1014,2.0111,2.8821,26.166,4.5105,0.6641,43.6301,5.0632,3.6689,7.7077,1.0716,0.2023,7.6599,18.1779,118.77044999999998,2.6477,0.94,9.3535,0.3813,1.2672,0.0293,13.7543,262.482,0.2717,0.1055,37.3879,2.3428,9.72,3.4589,0.0794,1.8132,0.0167,3.3295,45.6835
-1,3014.4528955797564,2232.5889,1.67,202.8416,-3410.75,1.2848,1.97,9.094,87.85059999999999,63.93999999999998,4.839,15.59685,12.1563,14.4873,22.1353,87.7166,-0.0294,0.0271,-0.056650000000000006,0.1893,-0.0158,0.4702,0.9867000000000001,57.8978,6.2784,15.7,60.5,0.0203,0.0295,793.0,9300.0,0.6491,0.1001,0.1467,0.0539,0.07,0.0644,0.0983,0.0011,0.0171,0.0099,0.0641,0.0608,37.6206,0.01,328.8539,196.8474,5132.9889,0.9198,0.0369,0.0431,2.1839,6.8825,24.754,0.0151,0.0323,0.0307,0.0194,0.0482,1.5695,0.0128,0.0004,0.0169,2.7099,14.2718,55.1427,2.1082,2.1001,0.0,4.263999999999999,0.7613,53.855,2.454,3.188,15.4779,2.5226,0.109,6.9956,10.6174,77.2727,2.5586,1.72,9.8987,0.7623,2.1397,0.0211,10.6336,261.54200000000003,0.1174,0.0531,18.6262,2.1497,7.77,2.7984,0.09,1.4504,0.0106,2.1178,44.122
-1,2985.11,2220.7111,0.9747,206.4474,-3935.75,1.3013,1.9817,9.2658,87.85059999999999,73.32,2.051,15.59685,13.69,13.2936,20.443,99.4299,-0.0407,0.057850000000000006,-0.0236,0.1959,-0.026,0.4693,0.9904,59.0053,6.2911,15.75,70.3999,0.0245,0.0346,717.0,2375.0,0.6716,0.1856,0.1412,0.16149999999999998,0.0587,0.0272,0.0788,0.0068,0.0161,0.0139999999999999,0.0462,0.06,30.9957,0.0105,329.8428,63.4849,1143.0971,1.1609,0.0812,0.0393,2.2732,6.5759,17.2026,0.044899999999999995,0.0265,0.0117,0.025,0.0409,0.8402,0.0255,0.0021,0.0087,3.1702,43.3731,75.5713,2.5645,2.4446,121.3127,3.4818,0.8007,28.568,4.6301,3.068,10.5064,1.5126,0.6984,5.4376,41.2259,54.6185,2.5433,1.2307115531752104,7.703873527161439,0.5036574598316756,1.6230700076511093,0.0863,59.3942,259.444,0.0929,0.0366,12.452,2.2079,11.5,4.0972,0.1139,2.1597,0.0191,3.8234,44.122
-1,2943.58,2171.9,1.3811,199.0794,-4010.5,1.3055,1.9945,9.97415,87.5105,79.48,2.419,8.9136,21.6236,31.0864,41.2374,108.3442,-0.0577,0.057850000000000006,-0.0054,0.1631,-0.0372,0.4618,0.9903,59.0911,6.3426,15.74,44.8,0.0131,0.0433,210.0,1078.0,0.6385,0.1324,0.1266,0.1191,0.0532,0.0969,0.037,0.0024,0.0221,0.0092,0.11042077464788733,0.0561,36.4612,0.0133,109.1402,143.1712,471.3586,1.0826,0.0528,0.0403,3.6673,7.115,29.974,0.0373,0.0229,0.0453,0.0238,0.0195,1.8101,0.0265,0.0008,0.021380985915492954,2.0627,9.3573,95.2363,1.3431,3.0846,517.6471,5.7157,0.7584,53.5488,4.4555,3.2204,17.5016,4.941799999999999,0.2476,4.4431,24.3017,93.9683,2.3691,2.17,9.3309,0.8497,2.9958,0.0218,7.2369,260.67400000000004,0.32394999999999996,0.127,37.879650000000005,2.4315,5.95,1.9688,0.1156,1.1157,0.0094,1.8788,56.8579
-1,2992.89,2183.4556,1.1048,199.6813,-4084.75,1.273,1.977,9.6272,87.0383,65.55,4.682,8.9418,27.963249999999995,31.0582,39.9438,99.6563,-0.0239,0.0059,-0.0184,0.1516,0.0307,0.4673,0.9867000000000001,55.8172,6.158,15.65,65.1001,0.0128,0.0328,460.0,941.0,0.357,0.1151,0.1294,0.0373,0.0793,0.0674,0.1007,0.0046,0.0146,0.0223,0.0748,0.0603,15.9779,0.0091,230.26,137.3496,409.2697,0.8383,0.0484,0.04,1.4479,5.7588,17.9518,0.0121,0.037,0.0331,0.0113,0.0552,1.286,0.0274,0.0019,0.0144,2.9815,77.0342,96.903,1.3188,2.3125,227.0205,2.3268,0.4184,28.5791,6.5655,2.7198,8.8177,1.6302,0.4724,7.1494,29.1424,118.77044999999998,2.5432,1.18,8.4922,0.5261,1.4517,0.1702,71.5633,266.36400000000003,0.0682,0.0265,10.3422,2.3251,10.2401,3.7078,0.0703,1.9369,0.0128,2.5522,53.3157
-1,2962.27,2171.9,1.3811,199.2753,-3748.25,0.909,1.779,9.97415,87.3997,76.73,3.761,6.9918,24.1545,33.0082,42.95585,131.3675,-0.0401,0.0515,-0.0281,0.1908,0.0586,0.4716,0.9909,57.8646,6.1354,15.7,44.8,0.0115,0.0398,2060.5,247.0,0.8007,0.2042,0.1294,0.1442,0.0805,0.0842,0.1192,0.013699999999999999,0.0105,0.0103,0.11042077464788733,0.0608,23.8239,0.0169,912.5788,329.3047,104.0717,0.6609999999999999,0.078,0.0481,2.4399,7.0221,27.1116,0.0441,0.0342,0.0375,0.0215,0.0652,1.4798,0.0164,0.0046,0.0212,2.0627,9.3573,69.0617,1.1821,2.8168,23.8936,2.3047,0.9393,35.9496,6.3718,2.9327,14.1933,4.941799999999999,1.3944999999999999,6.4921,13.4082,58.1498,2.5586,0.3,7.1917,0.1241,0.411,0.0557,27.1584,260.60400000000004,0.1664,0.0692,22.3384,2.002,8.98,2.7725,0.0521,1.6840000000000002,0.0176,3.4972,248.3173
-1,3043.67,2222.3222,1.5099,197.9708,-6375.125,1.2923,1.9827,9.6272,87.0383,65.55,4.682,15.59685,17.1728,23.3964,29.6268,96.2355,-0.0744,0.0,-0.035,0.1575,-0.0065,0.4708,0.9867000000000001,57.5436,6.3832,15.79,52.8,0.0096,0.033,492.0,825.0,0.357,0.1151,0.092,0.0951,0.0576,0.0606,0.0393,0.0017,0.0153,0.0197,0.021,0.0699,31.3694,0.0106,249.8059,176.6831,359.843,0.687,0.0484,0.0264,0.9455,5.6627,19.4851,0.0297,0.0263,0.0277,0.0264,0.018,1.0576,0.0277,0.0005,0.0046,2.3759,10.4966,83.7027,0.9888,2.3466,523.8095,6.6574,0.4184,23.6992,7.2693,2.7229,13.2963,3.0612,0.1748,6.5144,19.3402,77.1084,2.9848,1.51,9.2137,0.5761,1.8271,0.0293,13.7543,262.978,0.1632,0.0798,20.7532,2.1732,10.89,3.1054,0.099,2.0369,0.0202,4.0449,35.555
-1,3024.46,2222.3333,1.315,209.85114999999996,-3705.5,1.2432,1.9933,9.2405,87.85059999999999,74.19,2.634,15.59685,24.1954,23.4745,32.6465,101.9654,-0.0351,0.0073,-0.0284,0.2002,0.0632,0.4678,0.9867000000000001,55.696299999999994,6.1337,15.81,52.5999,0.0206,0.0499,1909.0,2160.0,0.5928,0.1211,0.1392,0.1374,0.0917,0.0315,0.0877,0.0005,0.0133,0.0143,0.11042077464788733,0.0746,29.5394,0.0164,890.0589,233.9288,1031.2812,1.0014,0.043,0.0533,1.3822,6.279,21.0398,0.0397,0.0378,0.0129,0.0264,0.0494,1.2688,0.0158,0.0001,0.021380985915492954,2.3669,13.6983,164.29784999999998,2.1512,3.5453,337.896,5.7695,0.6901,11.7214,6.2567,2.8439,10.9189,1.6736,0.0491,7.7547,7.6449,118.77044999999998,3.165,1.37,6.5567,0.5793,1.6806,0.1494,84.391,265.584,0.1024,0.0364,13.908,2.1084,9.61,3.3143,0.0599,1.7913,0.0113,2.267,35.555
-1,3032.81,2239.4223,1.5397,201.6839,-3737.6667,1.278,2.0232,8.7947,87.1254,76.52,2.859,15.59685,8.7877,10.8082,17.4684,69.8455,-0.0759,0.0088,-0.0082,0.1832,0.0381,0.4679,0.9901,57.1135,6.2927,15.74,60.7,0.0058,0.062,206.0,3978.0,0.7164,0.1177,0.1069,0.0654,0.0429,0.0476,0.0429,0.0017,0.0122,0.0146,0.11042077464788733,0.0734,27.3743,0.0206,105.56,394.0621,1754.8174,0.9782,0.0478,0.0333,1.6351,9.8758,28.5913,0.0162,0.0201,0.02,0.0131,0.0226,1.9955,0.0141,0.0006,0.0195,2.7105,12.9126,78.1679,0.5947,4.412,271.8606,4.3494,0.8446,22.5632,7.4153,4.4825,37.4184,1.6459,0.176,8.0155,25.4325,88.665,3.1272,1.12,6.9594,0.4481,1.4843,0.0332,15.2751,263.738,0.1494,0.063,22.5185,2.3672,8.46,2.9183,0.1473,1.5902,0.0149,3.0137,35.555
